text,sentiment
 loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe,neutral
" Have a good day.  I`m checking out Hugh today. Also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",positive
" I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",negative
 and now they are one. To become a bigger pain.,negative
" Oh I`m sorry hun  (((****)))) I`m fine thanks.....kids are driving me nuts, but hey ho, they`re back to school on Monday!!",neutral
Went to sleep and there is a power cut in Noida  Power back up not working too,negative
"lied last weekend when she said she wouldn`t get upset, just an FYI.",neutral
"Well design, useful, and easy to use",positive
 Nice glasses. Looks good,positive
Leaving the beach .. Having a great day with vicente .. We needed this time together,positive
_honey thank you  i have a business exam tomorrow too :/,positive
_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral
Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,negative
" Have a cold one for me, I`m just off to work now",neutral
  E3? Nice! I wish i could go! make sure to take tons of pictures!!!,positive
Yay for bank holidays,positive
Why I unable to sync the apps in my phone?,positive
 nuthin much just gettin ready 2 head bk 2 wrk  n u???,neutral
: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,neutral
"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",positive
"GM files Bankruptcy, not a good sign...",negative
 are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,neutral
looking forward to coffee and driving tomorrow. really,positive
Gogol Bordello < par.    Prolly not even in the top 10 of GB shows I`ve seen.   Perhaps some old fashioned Civilization II will help?,neutral
" Awww, it does remind me of getting ready for the ball.",neutral
"Alexa shopping list integration is rubbish, items are added correctly but if an item is removed by another user they never leave the list.",negative
"I really liked the app, but couldn't find a way to integrate it with my google tasks, which is a most for me. It is a very complete app, I would even consider a premium subscription if it was a one time thing and not a yearly/monthly system. I will check this again in a couple of months to see if it has improved.",neutral
" hello, i`m great!  how are you?",positive
" haha, sorry, it`s past my bedtime",negative
 thanks for trying,positive
 don`t leave us,neutral
: I sent you an other call me back message  x,neutral
 You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,positive
Don't bother downloading because even whitelisting requires payment And its all separated payment so this app just want to grab money. Trash.,negative
This may sound stupid... but i just bought a mask,negative
Why was I charged $1.49 for this app? I was charged 2/4/2020.,negative
I know exactly where i should be,neutral
HAPPY MOTHER`S DAYYY!,positive
Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,neutral
 This was at Pitman`s down South. It just looks like business is bad all over,negative
 morning miss sarah cyrus ;) WHAT`S UP?  x,neutral
 thanks joeman!,positive
"there seems go be a bug and the last task is not visible skmce it is covered by the ""I want to..."" bar",neutral
ah! i almost missed snl. thanks twitterfriends,neutral
Missing my mother... t-11 days! HAPPY MOTHER`S DAY!!,positive
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,positive
Timer not working when screen locked.,neutral
 Oh...ok...didn`t know that.,neutral
": I`ll be in Heerlen on Sunday but you won`t be there, right?",neutral
 help!!,neutral
 That storm seems to be coming my way,neutral
but I keep updating.,neutral
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,negative
"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed",negative
"It would be a great app if it had an option to use it without syncing it to your calendar like TimeTune. I don't want all my tasks to show up on my calendar, and their solution wasn't working.",negative
  I`m bad with understanding there things! You should know this!,negative
 Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,neutral
Occasional lags are annoying.,positive
hanging with Bri,neutral
 they just said she was very elusive; should be tricky,negative
" I`ll be right over, save me a slice",neutral
" Yeah,we say shite alot here. you say it as shiiite,rhyming with light",neutral
"I did the free trial. This planner does NOT have push notifications. You can set up your events and appointments, even make them reoccurring, but Artful Agenda App will NOT remind you or notify you. What good is a digital planner if it does not have push notifications. If I am going to pay for an app, it should at least have most of the features a free app has.",negative
 oh noes I missed you again.,negative
"went to galveston, want to go back",positive
 Oh no!  I hope you find your kitten,positive
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,positive
"A great app but i miss a overview of week activity's, the app get confusing to use after adding some tasks",positive
"_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify",negative
traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family,negative
4:15 finally home from the city.  - now time to head to sleep!!  goodnight! & happy mommy`s day to all the mother`s out there!!,positive
i`m hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i`ll go make some myself!,neutral
should not have waled past the Quad! I want to be outside having fun.,positive
 like the name  what kind did you get?,neutral
HD full again...  http://plurk.com/p/x2eb3,neutral
is soo bored its lovley day outside but nuttin to do,neutral
Weekend looks sloppy  Looking forward to a great week with great customers!,positive
4 hours till Mothers Day Party  Yeah!,positive
 Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,neutral
"2018-11-19 -it seems useful, but it crashes on my phone 3 - 15 times a day. 2019-04-13 - No update, this app would be great if it didn't crash just about every time I go to my home screen from *anywhere*. Also there have been no update, and no responses to the roughly 75 - 100 error logs that I have submitted. I paid $5.00 (US) for a ""life time subscription"" to the premium version. DO NOT SPEND YOUR MONEY !!!!!!",negative
at starbucks with my love. eff school. i have work later too.,neutral
I like this app. It's simple and gets the job done. Only downside is you're allowed to track up to only seven habits without the premium version.,neutral
"Do not have the account sync feature, how we backup data when we change device ?!",negative
"When I share a list with someone over messenger or sms, just the name of the list is shared, not the actual list with an ability to collaborate",negative
"OK crowdsourcing failed,",negative
" Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June",positive
Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today,neutral
i am up - dont want to be though  wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,negative
" so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",neutral
" wow,that must be sooo cool",positive
 guess that depends on if you want to be on the jury,neutral
Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.,negative
" Trying to watch your vids, but the audio has been disabled",neutral
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancer ...",negative
"I have barely began using this app (less than 15 minutes) and I am already in love! The Terms you have to agree to alone are just so assuring and satisfying. Kudos developers, kudos!",positive
"Is this Google Calendar, Tasks and Keep? If not, why pay for a duplicate?",neutral
Nice application you can update everyday... The progress report gives extra motivation which we can see everyday... We can set the goal/target what we want to achieve. There is forum too where people will help you... If you have any doubt.,positive
 That drives me nuts.,negative
_Rocks Just spurted Fanta out of my mouth laughing at that!,neutral
Love the reminder to log your habits,positive
Friday has a whole different meaning when you have to work Saturday and Sunday,neutral
Dark mode should not be a paid for feature in any app. Otherwise this app is ok but feels pretty unintuitive.,neutral
" Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii.",neutral
going to the movies with clancy,neutral
Tired with a headache  me no like sunshine,negative
"It's decent but the Google tasks integration is bad. It's set to hourly sync but doesn't actually update tasks unless I manually trigger it. The repeating tasks data is not synced with Google: if it's due to repeat in BC but I tick it off on a Google webpage then it's gone, no repeat. I'm also having a problem with notifications appearing later than they should. All in all, I'm going back to Google calendar.",neutral
super,positive
 my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,neutral
"Something is totally eating up my broc, cab and beans   Insecticidal soap just isn`t getting rid of the pests but I don`t want chemicals",negative
thanks timmy.  turns out he has strep and a high fever.,positive
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral
App is working great EXCEPT I cannot see my tasks in my calendar. I'll change it to 5 stars after this synching capability is added,neutral
I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,negative
just got back from six flags  wicked fun. even tho i almost died!,negative
I like the app. But why a habit is limited to once a day. There's no habit twice a day or more? I can't understand.,neutral
morning to all,neutral
They just admitted my grandma to the hospital... Shes my only last one  please pray for her,negative
 my your rather random.,neutral
" Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",negative
It feels like its nine and not one. Guess what? I love making money,positive
 You right...we are 'arguing' about nothing...I thought it was healthy conversation,negative
I`m baking cookies. What are YOU doing?,neutral
Off to bed!! Still exhausted from Vegas,negative
Great for reminders!,positive
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,positive
Happy Mother`s Day! It will be a good day,positive
last full day of vacation,neutral
being new to Twitter?!?!?,neutral
"catching the last bit of Later with jools .. last in series .. sob, cry",negative
 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,negative
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",positive
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,positive
Very motivational.,positive
"_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty",negative
Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,positive
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",positive
I don`t think I`m very well. Just in time for the weekend,negative
" Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",positive
 NKOTB world is the best place to be,positive
My love for nature and need for concentration has made this app the best choice while I work 💚😊,positive
 I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,negative
 u never sent me carrie. ur an ****. but an **** that i miss,negative
 Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request,positive
i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,positive
my mum would be happy to receive 2 handbags and a card from us today. heheee.,positive
" After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative
" I`m giving my sis a show at my crib Sunday, she`s an incredible jewelry designer, but you`ll be gone",positive
Im giving it 3 stars. it deserves 5 stars for the app but getting 3 cause after i bought some Gems there were some shady withdrawals which means the privacy protection for my card was breached... and im 99% sure its from Habitica cause this happened right after the purchase. please increase your cyber security for card transactions.,neutral
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",positive
Tummy bugs are lame! Got about an hours sleep if that.,negative
Starbucks with mother,neutral
 why r y depressed?  i mite b moving earlyer than i thot,neutral
 you called me? didn`t get that.  nest time for sure. maybe i`ll come to LA soon. i hella wana go to Disneyland.,neutral
wants to welcome : back to Plurk again!  http://plurk.com/p/rp5po,positive
", Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg",positive
Kudai a Pop Rock band from Chile is the last one taking the stage tonight.,neutral
is not getting her posts posted to the topics,neutral
dice watching Heroes again.  http://plurk.com/p/svhvh,neutral
http://twitpic.com/66u67 after the shot calmin down!,neutral
"Very clear app to use! -> Please add a widget with dark background (now there are only light and dark transparant) -> Would also be nice to have a possibility to make a task that can only be checked if other task is done (i know there are subtask possibities, but there are not so clear how to use then and they are not being showen in the main windows untill you open the parent task)",positive
 don`t see the link on my web interface,neutral
 CongratulationS. Great funky site! U did it waaw,positive
_c Oh yeah. Point taken,neutral
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,negative
"Great app and it really helps me stay on top of things, though I do wish I could be able to put events in too for example :friends birthday from maybe 10 am to 2 pm and things like that",positive
"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up",negative
 Make a videoblog!,neutral
 Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,neutral
 That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,positive
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
 Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,negative
 don`t worry  just sleep.,positive
  When are you coming to Indianapolis  !?!?,neutral
Still exploring the app but so far so good,neutral
Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,negative
Nāo tem a opçāo de sub tarefas,positive
"This was the absolute best calendar app out there for anyone placing productivity at the top of the list. Downgrading because recently the location autofill function is not working very well. I've had to rely on other calendar apps to add appointment, meetings and events.",neutral
" big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",negative
Tonight is my last night in my apartment...,neutral
" http://twitpic.com/4vgzy - Moving is great, especially if lots of them help.",positive
So useful!,positive
" Mmmm, I had honey mustard chicken w/ rice & veges",neutral
" Good luck whit the show tonite man, ill be watching",positive
 dw you never will  ****,neutral
_me Thanks! Kinda bittersweet though,neutral
Is Bored. Waiting Till 7:06 To Go Out To Tha Bus,negative
hey Dasit thanks for the message,positive
happy Star Wars day,positive
Ed is off to Cornwall with school for a week confused   +,neutral
"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral
Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,neutral
 That sounds like a good compromise.,positive
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,negative
 http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,neutral
Just started but it seems easy to pick up,positive
 good morning fella   i have the joy of work to do today.  what are your plans?,positive
"free version is all you need, paid version is overpriced and a waste of google credits",negative
 hope you have fun tonight,positive
"Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88",neutral
" It`s ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",negative
It's a nice applications but it should also have a button for completing before time. Give up then ends up killing the tree and hence loss of progress of the forest.,positive
 he totally got you! ;) i think it`s awesome.,positive
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",positive
id be happy thats its friday if i didnt have to work tomorrow  blah,neutral
home alone and no one left me any gummy bears,negative
#3wordsaftersex I haven`t started,neutral
 i wish there was an 'i like' option (like fb) for things like this,positive
Wanna see Up in 2D but everyone wants to see it in 3D,neutral
lol i cant drink!!,positive
Wow I just Love the app it's so Helpful.,positive
 has just voted for you. hope you win!,positive
straightening my hair,neutral
It`s a bad start to the day when you`re sweating your butt off before 0930 at the range,negative
 this my new more private acc. Will only use it for close twitter friends,neutral
at work till 7.,neutral
 Sweeny Todd is deadset one of the best movies of all time,positive
 I have a friend who loves that spot. I want to go,positive
"Additionally, having to manually go thru and re-invite contacts for every task again is not customer friendly. Really disappointed.",negative
I purchased the app to make full use of it and add many habits with a reminder for each. But the reminder doesnt work at all. Initially for some habits it used to remind randomly but after a day of purchasing none of the reminders are working :( please solve my issue as i really wanted to use this app to its potential.,negative
"I accidently deleted an item then screen rotated and Undo option did not appear! Developers, please preserve state of the app between rotations!",neutral
"  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",negative
 Haahaha omg.. dude I read that and almost choked.. haha thanks,neutral
Must. get. up.,neutral
on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,neutral
"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral
wow their is no pancake mix,neutral
"i found a way around this app. i always do this, and for the longest time, forest was the app that kept me truly focused cause i dont want my trees dead, but then i found out that if i remove the app from the background while a tree is planting, i can use all phone features & id still get the tree and coins by the end of the time i put. now im just planting trees to gain coins so i can plant actual trees. can this be fixed? i really love the app.",neutral
 and you. okaaaay,neutral
I`m going to miss my iMac so much over the next month.,negative
 so how`s the new gphone?! I guess I should have signed up to go to google io after all,neutral
"Time for the hittin` the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!",positive
awesome app .. i like the daily work and habit tracking .. thanks guys,positive
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,negative
_MEXICO Hey hey. No problem.,positive
"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",positive
went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,negative
" Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",positive
" It`s good they`re realistic, but I still don`t like thinking about it!!!",neutral
Not as good as its old version wunderlist. Especially when you want to upload and download files through this app.,positive
" i know right, that`s so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",negative
Love the calendar.,positive
 maybe one day I can be on your favorite producers list  lol,positive
 no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,negative
"I`m so sleepy now...g`night! HAPPY MOTHER`S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!",positive
 is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,negative
 oh that`s cool   Thanks!!,positive
 Jesus heals,positive
"There were a lot less options for handwriting, covers, and stickers than I anticipated for something you want me to pay an annual or monthly subscription for. It's a great concept but the execution fell short for me.",neutral
"pretty app and probably useful too, I just don't like having to create calendar entries. I thought tasks would be managed within the app",neutral
From My Heart To Yours   ? http://blip.fm/~5jo4w,neutral
i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,neutral
" Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",negative
"Hi, im using the paid one on my phone and ipad. However i find that they do not sync well on both. Like i already marked 3cups of water on my phone, then whem i open on ipad it's not marked. But then both updated according to the ipad. How do i make this better? Also, can there be a way to skip a habit? Sometimes i missed it and i dont want them to keep appearing on the list.",neutral
Great app.,positive
Looks like it`s going to be a upset for Venus,negative
"It's motivating, but pro mode is a disappointment. Now rather than being able to watch an ad for double coins at the end of a session I earn the same base coins with the option to pay real money for increased coin earning. I already paid for pro mode! And pro mode feels entirely necessary for the white listing feature. Without it even apps like a music player or calculator, that are sometimes required to be used while you are focusing, will kill your tree. I feel ripped off.",negative
"Very simple interface, definitely helps me be more productive with my time",positive
Ok we found our way now... I think  tonight let`s just let go its dance time!,neutral
After using many other like app finally i decided to return back and use this.very composed app is developed,positive
why i chose iphone   http://tr.im/kpaE,neutral
"I have used the app for many years and loved it. Within the last several months, it no longer syncs seamlessly with my Google calendar. Specifically, organizing tasks has become very gitchy. If you are looking for a calendar app and don't mind it not syncing with your Google calendar on your desktop then it's a great app. Unfortunately I'd really like it to sync.",positive
  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,neutral
Celebrating mother`s day with apple pie,positive
to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,neutral
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,positive
"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",neutral
"So far it's a nice, simple app that makes it easy to organise tasks. I am a fan if the widget to let me see different lists, BUT when I switch lists, it often unchecks what has already been done which kind of defeats the purpose. If this could be fixed I would increase the rating.",neutral
JT should just be a regular on SNL,neutral
"This is a really good app. It's what I'm looking for. But I wish it was 
available offline so that I could add/edit my tasks, to dos, habits and 
rewards",neutral
" aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",positive
"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",negative
" Yeah, it`s good.  Just startled me.",positive
 i still dont know what we would do though,neutral
"cool idea, but it keeps crashing when you try to add subtasks.",negative
"I like this app alot. It lets me track my habits and goals in an intuitive way. Only would ask a few minor things, like a line on the bar chart that shows the limit/goal & task alarms even when app not active.",positive
"Nawww, sorry your yearly subscription price scared me off. By the time I've subscribed to every app I consider helpful I'm spending waaay too much. I would have liked it but I have other much more important bills to pay. The low stars is due to the price and there's no point in coming back to justify it because it'll still be too much for me. Edit: I know that I can use it for free, but then I'd still have to put up with ads. Surprisingly I don't like ads. I still consider your sub too much.",negative
_rain i wanna see her hair  hows everyone?,neutral
It is a fine app!,neutral
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",negative
The app no longer notifies me of my tasks!!! Please fix,neutral
I am soo happy! Thank you baby for the best 1095 days of my life,positive
"Love it. Downloaded it and deleted it over the years, and everytime I get it back I get so amazed at the amazing new features. It helps me straighten up my life. Thank you.",positive
i hate not being able to twitterize on my cell phone  oh well,negative
Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; & Saturn w/ a fogged eyepiece   Home by 2a,neutral
"Muito bom, só poderia liberar mais funcionalidades que só tem na versão premium",positive
"Hey David! Gone on the Eye yet? It`s my birthday, and you singing @ Ipswitch-best present ever! Have fun breakfast hunting!",positive
App crash often happens....and i cant even open the app so how am i going to send a bug report.... 😑,neutral
wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive
 ~ I`m sure that would make Mr. Koons very happy,positive
In beta test have a many bug for example when i starts my day in my Hp is lost!!! I die agian and agian.i lost my EXP.I lost my sword.,neutral
 don`t care about my struggles..,negative
I haven't gotten past step 1 - it has failed to import any of my data from Wunderlist.,negative
last day of classes!!,neutral
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,neutral
"Need to dye my hair, can see a slight hint of ginger",neutral
 I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,negative
let me dream about my spock now goodnight,neutral
 ahhh.. what about the others? like #hoppusday and etc? I`m such a spazz,negative
 take a medicine,neutral
"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",negative
Ahh feels good to have played guitar hero after months! I suck at it now but  haha,neutral
I think I may have ruined a friendship this week by getting carried away,negative
 right.,neutral
" Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?",neutral
i should have run today  but i let my slight aches be a bad excuse    i`ll make it up tomorrow go 5.5,negative
"Would be perfect if: - You could update cloned activities, meaning if you changed one all of them would change too - You could check off the activities like a to do list (it works as a reward system) - You could scroll up in your timetable to see what you did that day/things you missed because it only shows everything from that point in time forwards. Otherwise really love the design and layout, and it makes me super organised.",positive
"Please, solve the problem with fast typing! After I type in the date, letters and numbers REMAIN",positive
i miss our walks home together,negative
 Thanks and Cheers back at you.,positive
"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",positive
  youstinkatrespondingtotexts!,negative
User friendly interface with voice commands ...thats the best feature However It still takes time to add a task by voice as We have to use GUI for time and date reminder Can i somehow Set by default : priority to high and reminder to repeat with alarm,positive
"I love dnd so I love this app, too.",positive
 I know what you mean  rain sucks...,negative
"_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol",neutral
Need at least few more levels of subtasks and lists for it to be perfect. Otherwise everything is good. Love it.,positive
"Uh, happy mother`s day mum.",positive
 OMG....that is soooo sad.,negative
   Happy mother`s day to your moms.,positive
most of da time on gtalk ! pls make my follow count 600,neutral
 An expense I could do without at the moment,neutral
I forgot I moved 100 east...make that 8 hours home.,neutral
 IKR?! My mom got it for me a birthday a few years ago. Tis the best,positive
 Quaver Sandwiches  and tea.,neutral
Can`t sleep but is happy that the Fugees are keeping him company,neutral
  guess I have to get dressed and be pretty then,neutral
"In Y!M, when you sign in and sign out repeatedly, you`re not annoying.",positive
 would love to talk to you but i live in England so unfair,neutral
Now only with Windows 7,neutral
Luking for new background pic......,neutral
Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,negative
"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral
 i hope everything works out for you at school  keep me updated and have a good day!,positive
Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,positive
Excellent super app. Gift my god. Thankyou,positive
http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,positive
Very easy to use and extremely helpful for me to get organised for the day,positive
favorite shirt ruined:death by bleach  #fb,negative
 gray! .... i so feel neglected,negative
back at Wingman after a great weekend,positive
 with 14mph winds!!,neutral
Helping my cousin get ready for her 8th grade dance...she is growing up,neutral
Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!,neutral
" Aww, I had one yesterday, they suck",negative
 ohhh baby!!! PDGG! ahh! im missing it! ahhh  hehaheahaaaa,negative
"Too complicated. It probably has a lot of, but it's not intuitive enough.",negative
Watching the kids eating an ice cream.,neutral
 missed the cutoff for the free chocolate  eh well...bikini season is coming.....,negative
 i cant call  im at work,neutral
" Thanks! Am trying.. (keeping my chin up, ouch!)",neutral
is awake and does not want to go to work...,neutral
Bought the paid version and added various tasks on desktop. Won't even log me in or load anything. Downloaded the app to access my tasks and shows nothing. I even paid for premium. Very dissatisfied and disputing through my bank. This is worst than free apps like keepnote. Seriously disappointed,negative
Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,positive
 good morning,positive
"I never give reviews. I believe in if you don't have anything nice to say, don't say it. My issue is not with the app itself, its the fact that I have been charge every single month for over a year! I have reached out to the developer many times and nothing. There is NO subscription for me to cancel...I am really over it with this!!!",negative
http://www.youtube.com/Lillysan I found out this morning I got 800+ subscribers! Thx!  Check on Lillysan Awards! **** Li,positive
 I know right...,neutral
"it would be nice if there are pre-set goals or task to choose from - while the app allow for a high level of customization, it's too much hassle to set it all up properly, not to mention balancing the reward from each task",positive
Yay got the Internet on my itouch working,neutral
lost my DC hat ..,negative
is going to work an amazing charity event for big brothers big sisters. i don`t mind working if its for a good cause,positive
"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor  two heartbreaks in a row :-/",negative
i love me some americana- but no movies to see,neutral
"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",neutral
"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral
 is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral
"Great app, a section to keep track of birthdays, anniversaries, addresses.would be a great addition",positive
I love this app. It never crashes or loses my data. The collaborative features are great. This is the only task managment app I recommend.,positive
"THIS TWITTER **** KAN EAT THE GUN NOW ....AN I DON`T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG",neutral
you know what`s today? no? it`s the Star Wars day you ****!,neutral
"Has got the slow cooker going, now just to get ready for work",neutral
Chilling with my baybee sarah!  i love this girl,positive
Just noticed  didn`t get the location right again!  Maybe a way to preview it before sending would be handy??,neutral
"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",neutral
I understand the need to play ads in a free version. But your ads are going for 30 seconds before you can get rid of them which makes this app unusable.,negative
i am so bored.,negative
Aplikasi ini sangat membantu,positive
I love my puppy,positive
its good nd loved it but need to more developed,neutral
 Thanks too,positive
"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",neutral
 what interview! leave me alone,negative
 i`m trying to figure that out right now,positive
"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",positive
wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive
 I really want to!! But it`s one of my few free weekends that month and am booking clients  Mama needs to make money.,neutral
"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",positive
taking a break from sewing to do some dishes,neutral
 swimming and tanning was heaven! i blasted music while tanning and was in my own world.,positive
still shopping and looking for shoes now,neutral
Good app for Students,positive
