text,sentiment
Gửi hàng cả loại vỡ nắp và gãy khuy,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
Không chỗ nào chê yêu quá jk,positive
"Chất vải OK, phù hợp với giá tiền",positive
chả pít tem bảo hành ở đâu,neutral
Vải đẹp lắm.Shop đáng iu quá trời :,positive
Đặt 2 mẫu giao 1 mẫu,neutral
"Áo giống hình, form rộng đẹp",neutral
Ko chê vào đâu đc ..,neutral
Hàng đẹp ưng ý,positive
Vải tạm,neutral
"Áo đẹp, mặc lên rất dễ thương",positive
Lại chọn mẫu rẻ tiền giao,neutral
"Kiểu cổ áo mặc lên kì kì, Mình mặc ko đep",negative
Giáo hàng rất nhanh,positive
"ÁO HƠI CHẬT , SP OK",neutral
Thái độ với khách quá tệ,negative
Kiểu đẹp nhưng chất xấu,negative
"Váy rất đẹp, hợp với giá tiền",positive
Túi áo bị rách,negative
Chất lượng sản phẩm rất kém,negative
"Nhưng khi nhận hàng thì gần như ko phải, tuy nhiên tai nghe vẫn tạm nên đã ko hoàn lại",negative
Chất lượng chưa đc như kỳ vọng,negative
"Vải êm, 50kg mặc sz S vẫn hơi rộng nhưng váy đẹp",positive
Chất lượng tốt hợp với giá tiền,positive
Chất lượng sản phẩm tuyệt vời . 1 xí sơ xuất nhỏ nhưng vẫn cho shop 5 sao 😎,positive
Chất lượng bt,neutral
Chất liệu vải đẹp,positive
"Đóng gói chắc chắn, giao hàng nhanh",positive
"son màu lên đẹp, lâu trôi. nhưng để lâu môi bị khô",positive
"Áo chất mát, mặc thoải mái",positive
Tóc quá ít sử dụng lộ hết tóc thật,neutral
"Chất lượng sản phẩm kém, vải nhiều nilon mặc nóng, kiểu dáng đẹp",negative
Treo đầu dê bán thịt chó,negative
Ủng hộ shop,positive
Bao đựng áo xinh :)),positive
Sẽ ủng hộ shop tiếp 😍,positive
Tốt bạn ạ .Mình rất thích nó 😁😁😁😁 Chất lượng sản phẩm tuyệt vời,positive
hjhj cũng vui khi nhận dược hàng,neutral
Giày đẹp . shop thân thiênh,positive
Giao hàng nhanh shop giao k đúng màu mình chọn biết sai màu mà shop vẫn gửi cho khách là sao ạ trả lại thì thương mấy anh đi ship hàng lần sau mua shop nhớ đưa đúng màu nhé,negative
"Chất lượng sản phẩm tuyệt vời, túi nhỏ nhỏ xinh xinh, mình rất thích túi nhỏ gọn. có điều túi đỏ shop giao khóa hơi lệch rồi shop",positive
Và bạn nào cỡ 1m55 trở xuống mặc thì vừa,neutral
Mọi người nên mua ủng hộ shop nhé,positive
"Seller có tâm lắm ạ, nhiệt tình thân thiện 😍😍 Đóng gói sản phẩm thích, dùng cũng ok lắm luôn nói chung là xuất sắc lunn ❤️❤️",positive
Giặt k phai màu mua đi chơi biển ok,positive
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, đây đủ quà tặng, sữa Hsd xa.ok",positive
Mk sẽ ủng hộ shop dài dài,positive
Mặc rất ấm,positive
Túi rât đẹp.sp rât tuyệt.shop rât nhiệt tình Thời gian giao hàng rất nhanh,positive
"Hàng như hình, mỗi tội giao hàng quá lâu",neutral
Đăng ảnh rõ ràng từng sợi len đến khi gửi thàng nỉ,neutral
Chất lượng sản phẩm tạm được Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt,positive
Chat luong tot...chu shop phuc vu nhiet tinh...😊,positive
"Đẹp , y mẫu , giao hàng nhanh",positive
Chất lượng sp quá tệ,negative
Yêu chị chủ shop ❤,positive
"Đóng gói sản phẩm rất châc chắn, bạn shop rất nhiệt tình",positive
Chất lượng sp tốt,positive
"Mình mua 5 voucher, 1 combo 2 và 3 lẻ",neutral
"Fix lỗi tốt, không cần thêm iccid nữa, bỏ vào cái bỏ ra là có sóng",neutral
Tks shop,positive
"Tất quá đẹp luôn, xinh lắm ấy",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Nhìn như mấy cô y tá,neutral
Áo đẹp đóng gói rất cẩn thận chị chủ nói chuyện rất dễ thương sau nàu sẽ tiếp tục ủng hộ shop,positive
Có hàng rồi,neutral
Vải cứng và mỏng,neutral
Vo vẩn,negative
Nói chung là cũng dk,positive
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Đi êm chân,neutral
Sản phẩm đẹp như hình nhưng nhà mình ở chung cư,positive
"Chất vải khá ổn, độ co giãn tốt, mặc thoải mái, không bị cuộn lại",neutral
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Mua 2c phải trả lại 1 vì có 1c cạp chéo ko mặc được và form quần xấu,negative
Chất lượng sản phẩm tuyệt vời và chủ shop rất nhiệt tình dễ thương,positive
Hơi nhỏ nhưng nhìn thích lắm ạ,positive
"Đường may đẹp chắn chắn, vải mát mịn hơn mong đợi, màu đẹp",positive
Chất lượng sản phẩm tuyệt vời,negative
Chất đẹp lắm ạ Rất đáng tiền,positive
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Feedback nà \😂,neutral
Cổ hơi rộng nữa,neutral
Giao hàng nhanh chóng Đóng gói sản phẩm rất đẹp và chắc chắn.Mới sử dụng nên cũng chưa biết kết quả,positive
Bó tay,neutral
Cảm thấy rất ưng sp này,positive
"Chất áo đẹp , đóng gói đẹp nhưng k hài lòng vì vạt áo tay áo bị quăn vào còn lại rất hài lòng",neutral
"Giao hàng nhanh, lông mịn, nhưng đường may thưa, tai bị lệch",negative
Giốg hình Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,positive
Giao hàng rất nhanh mà còn có thêm quà tặng nữa 😍,positive
Phần gen bụng ko ôm.,neutral
Chất áo quá xấu,negative
Phù hợp vs giá tiền áo chưa giặt hơi hôi khôbg bị phải nha mọi người,neutral
Thích,positive
Thất vọng,negative
Sẽ ủng hộ shop,positive
Mình muốn đổi màu khác được k shop,neutral
Giao hàng nhanh,neutral
Shop bớt đi lừa đảo người ta đi,negative
Giao hàng rất nhanh,positive
"Chất lượng sản phẩm tuyệt vời, rất đáng tiền, vải và form siêu đẹp",positive
"Thời gian giao hàng rất nhanh, chất ok, k biết có chuẩn size k ms ướm thử vòng cổ hơi chật xíu :))",positive
Thời gian giao hàng rất nhanh,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nhưng vải hơi mỏng xíu nhưng ko sao tiền nào của đó,positive
"Vải cực kì xấu, áo nhìn như áo cũ",negative
"Mặc dù biết áo gấp nhỏ vào để dễ vận chuyển nhưng thực sự là nó quá nhàu và nhiều nếp gấp dù đã giặt nhưng vẫn còn chắc phải là mới phẳng ra được, áo mặc vào hơi ngứa",neutral
Đằng này nt k thèm check,negative
"Ko biết nói ntn nữa, chuột vẫn chạy bt qua keo mà ko bị dính, đánh giá sao thấp thì shop mất điểm thi đua, thôi để lương tâm của shop tự nhận sao vậy hix",neutral
Bao vải 30k mà mỏng lét mỏng le,neutral
Sản phẩm tạm đc,negative
Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được,neutral
Vải k đẹp lắm nhưng cũng xứng với giá tiền,neutral
Nhưng thôi ko trả lại hàng,neutral
Quần chất đẹp lắmmm luônnn,positive
Đág nhẽ cho 5* vì chất lượng nhưng shop gửi sai hàng mà ib k tl,positive
Ko ngửi thử còn sợ nó là tóc thật nửa á,neutral
Vai hoi mong .nhung mặc lên ok đẹp,positive
"Bao bì cũng cũ, dơ, ko được bóng láng",negative
"Màu trắng đẹp, hồng hơi quê :)",positive
"49k - hàng như hình, loại dry 48h mùi k đc ưng lắm",negative
❤️👌🏻,positive
Sản phẩm k đúng .còn bị ránh á,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
"Date còn mới, chưa sd nên k biết có tốt k",neutral
Hài lòng về sản phẩm,positive
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Hàng rất đẹp Rất đáng tiền,positive
Đáng tiền lắm luôn í,positive
Mỗi khi tắt android box đi xong mở lại rất khó khăn,neutral
Áo đẹp tuyệt vời mình rất ưng ý,positive
Hàng khá đẹp chất mát,positive
Chất và màu đều đẹp,positive
Từ form tới vải đều đẹp rất đáng tiền hihi 😍,positive
Sp tốt chất lượng,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh OK rất hài lòng,positive
Đó giờ chỉ mua legging của cheap thôi,neutral
"Áo ko dc đẹp lắm , chữ in xấu",negative
Size XL mà nhỏ xíu,neutral
Hàng y hinh,neutral
Đúng chất vải thô đũi,neutral
"Chất lượng sản phẩm tuyệt vời, vải đẹp lắm shop ơi",positive
Chất lượng cao khỏi bàn,positive
Quần size L mà m 56kg mặc hơ kích 😞,neutral
Cố gắng giảm cân để mặc vừa,neutral
"Vải ít hút mồ hôi nhưng vừa giá tiền , giá tốt",positive
Hàng đúng như mới tả,neutral
Sản phẩm ngon,positive
Shop phục vụ tận tình,positive
Nhưng áo rất đẹp,positive
Giao hàng nhanh,neutral
"Chất lượng sản phẩm tạm được, giày có vết bẩn ko tẩy được với cả ko phải chữ paladium",neutral
Good packaging,positive
❤️❤️❤️❤️❤️,positive
"Vải áo hơi mỏng và mang nóng, nói chung là tạm ok",neutral
Cảm ơn shop,positive
Chất lượng sản phẩm tuyệt vời,positive
"Chủ shop nhiệt tình, còn đổi lại size áo cho mình 👍👍",neutral
"Giống y chang hình, chất dày dặn, đáng đồng tiền, quá xuất sắc",positive
"Hàng y hình,giao hàng nhanh,size hơi rộng so với chuẩn",positive
"chat oki, mau k dc den lắm hoi sang xiu",negative
Tiền nào của đó,neutral
Mũ mỏng,negative
Đẹp lung linh,positive
Quá ưng,positive
Ưng cái bụng lắm luôn,positive
Áo phù hợp giá tiền,positive
Mau dam wa..mac ao mong k dc...ao bi loi quai.,negative
"Shop làm ăn ko uy tín , giao lộn hàng , tiền thì nhận đủ nhưng hàng thì giao thiếu , liên lạc với shop ko 1 lời xin lỗi , ko chịu giải quyết , làm ăn như vậy chẳng khác nào là cướp của khách hàng , ko ngờ s.bee lại có những cửa hàng như vậy",negative
Mức giá còn phải chăng nữa,neutral
Chất vải xấu,negative
Chất lượng sản phẩm tuyệt vời vải dày dặn hình in chắc chắn,positive
Lần đầu mua 2 đôi classic của shop bằng tài khoản kia khá hài lòng,positive
Kiểu okay và chất được,positive
Chất ko đc thik lắm,negative
Chủ shop cực dễ thương,positive
Đồ đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,positive
"Chất vải đẹp, nhưng phần cổ hơi xấu",neutral
"Shop đóng gói đầy đủ hàng, giao nhanh",neutral
Áo đep lắm ạ,positive
"Đóng gói sản phẩm rất đẹp và chắc chắn , phục vụ nhanh nhẹn còn chất lượng phải dùng mới bt dc . nói chung là OK",positive
Sp giong hình chat lưong Ok co bi lỗi nhẹ nhưng shop nhiệt tinh đổi tra hàng nên cho 5sao lun ..,positive
"Giao sai màu, sai kích cỡ, liên hệ mấy ngày kêu mua lại rồi im re làm thinh, lớn rồi mà buôn bán kì cục quá?",negative
Ngoài ra thì ko có gì chê đc hết,positive
"Sản phẩm chất lượng, rất đáng tiền, shop phục vụ rất tốt",positive
Tuyệt vời,positive
"Giao hàng nhanh, hàng chuẩn, nua đc đúng đợt flash sale nên rẻ lại được nhiều xu",positive
Chất lượng kém,negative
"Vải dày dặn, lại còn rẻ nữa",positive
"Sản phẩm chất lương mặc dù có xảy ra chút lỗi nhưng nhận được phản hồi cùng với sự Giúp đỡ , tạo điều kiện thuân lợi cho việc nhận được sản phẩm ưng ý nhất... good job !!",neutral
Sp quá xấu so với hình đăng,negative
Lại còn được bà chủ shop tư vấn chuẩn và nhiệt tình.mình sẽ còn ủng hộ,positive
"Máy đẹp, dùng cho phòng 30m2 mà hương toả rất đều",positive
Sao nay dam nay co 85 ngàn vay ban,neutral
Chất lượng sản phẩm tốt,positive
Thái độ phục vụ khách kém,negative
"Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Áo mặc form đẹp, cotton nhẹ và mát",positive
Chất da cá ( tiền naoc của đó ),neutral
"Hàng Quảng Châu,không phải Da,chất lượng kém,màu sắc không giống hình lắ",negative
đã mua lần 2. 5 sao,positive
Hàng nhìn k giống hình cho lắm... giao hàng k đúng sản phẩm,neutral
"Chất lượng vải tạm được, nhưng Shop giao lộn mầu 1 cái",positive
màu xanh o ngoai đậm hơn,neutral
Chất lượng sản phẩm tuyệt vời Áo đẹ lắm ạ Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Shop tư tấn nhiệt tình Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,positive
"Thời buổi này làm ăn ko dễ ,gặp KH khó chiều thì càng khó khăn,mà nếu KH luôn bỏ qua thì thành ra dung túng cho sự ko thành thật ngày 1 tăng cao “buôn bán phải thành thật thì mới lâu dài được bạn nhé” “Nói góp ý để cải thiện chứ ko phải tranh cãi để nghe lời giải thích” Chất lượng sản phẩm rất kém",negative
Chất đẹp lên dáng chuẩn mình rất ưng,positive
Ao cung duoc,positive
Áo xinh lắmm,positive
Mỗi tội giao hàng hơi bị chậm xíu vs M42kg mặc hơi bị rộng xíu nhưng ksao vẫn cho shop 5*,positive
"Chất lượng đúng với số tiền 8k, mỏng",positive
"Áo đẹp, giá rẻ, chất lượng tốt",positive
Dây áo hơi to :(( hiuhiu,neutral
"Vải đẹp, hài lòng",positive
Quần y hình,neutral
So vs giá tiền là phù hợp,positive
"Chúc Shop ngày càng phát triển , bền vững",neutral
Chất lượng sản phẩm tuyệt vời,positive
Bạn mình nhận hàng hộ rồi đặt lun 1 chiếc =)),positive
Minh rất hài long,positive
Len dày dặn hơn mong đợi,positive
Đóng gói cẩn thận,positive
Mua lần 2 vì quá đẹp TT Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Hạt bị hư nhiều,neutral
"Chất lượng sản phẩm tuyệt vời, Shop rất đáng êu, hàng như ảnh, chất vải ok, lại còn được quà nữa",positive
Màu và hoa văn ok,positive
Sản phẩm Ok..,positive
Shop tư vấn nhiệt tình và vui tính nữa. 10 sao luônnn,positive
Vải hơi bẩn,neutral
My size is pretty small 32A and buying bra is always a problem w me,neutral
Giày đẹp,positive
Vải hơi mỏng và cạp quần dãn không mặc đc theo đúng sz,neutral
Nt shop K trả lời,neutral
Cho shop 10sao luôn ạ,positive
Giao hàng đóng gói cẩn thận,positive
Chưa bao h mua hàng giá rẻ mà sản phẩm lại đẹp bất ngờ,positive
"Chất lượng sản phẩm tuyệt vời , Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh",positive
"Chất lượng sản phẩm tuyệt vời,giao hàng nhanh,rửa sạch mỗi tội mùi này mình k thích lắm",negative
Giao hàng rất nhanh và đóng gói rất cẩn thận,positive
"Đặt kiểu số 3, khi giao bên ngoài túi shop ghi tay rõ có màu đen, nhưng mở ra lại là màu cam",negative
Chất lượng sản phẩm tuyệt vời,positive
"Màu áo như ảnh shop gửi, mình rất ưng chất vãi luôn í",positive
Túi áo bị Bật chỉ 1 mảng,neutral
Bạn Giao hàng rất nhanh và lịch sự,positive
"Hàng chuẩn, chất vải đẹp k bị bai nhão, tgian giao hàng siêu nhanh, chủ shop dễ thương, chưa bh mua hàng ở shopee mà hài lòng đến vậy với 1 shop",positive
"Mùi quá nồng, mình nhận đc hàng mà phải vội gói vào túi, dán băng dính chặt mà mùi vẫn còn quanh quẩn",negative
Áo form mặc đẹp nhưng chất vải nylon nhiều nên mặc nóng lắm,positive
Excellent product quality Excellent value Excellent delivery speed,positive
Hàng ok,positive
"Form đẹp, shop còn tặng 1 gương mini dễ thương",positive
"Mình mua 6c nhưng có 1 cái vải dày và nóng , 5c còn lại vải đẹp mặc mát",positive
Sản phẩm dễ thương lắm,positive
Vỏ nhựa nhìn k phải nhựa đẹp,negative
"Không biết shop vô tình hay cố ý đổi từ bỏ khát phấn mắt sáng hộp bóng mắt, nhưng mình cũng vẫn OK vì màu đẹp",positive
"Đặt mua 3 cái nhưng chỉ 2 cái ok, cái còn lại bị lỗi nghiêm trọng hai bên vai, nhưng giá cả mềm cách phục vụ của shop tốt",neutral
Chị Shop qua nhiệt tình sẽ ủng hộ tiếp.,positive
Giao hàng nhanh cực kì,positive
Túi đẹp đúng với hình ảnh,neutral
Chị chủ shop dễ thương lắm 😍😍😍,positive
",nhiệt tình",positive
Cái áo đen gì mà có 3 cái nút à mặc mà mát luôn người,neutral
Chất lượng sản phẩm tuyệt vời,positive
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Thanks shop nhé,positive
"Phần áo bên trong bị dơ, là rất dơ luôn có mùi rất khó chịu=< Đóng gói sản phẩm rất đẹp Shop phục vụ tạm được",negative
quần thì nhỏ quá,neutral
Cảm giác thoải mái,positive
Eo mk 75cm nhưng mặc size L vẫn rộng Shop phục vụ rất tốt,positive
Shop lam an uy tín thi nên khăc phục điểm nay nhé.đừng để khách hàng co s.nghi khi ib hoỉ mua hag thi t.lời liền Còn khi khách cần đổi hag ib thi im re..như zay lam sao zam mua lần,positive
Chấp nhận được ạ,neutral
Bơm yếu,neutral
Mua 3 lần rồi và rất hài lòng 😍😍😍 ủng hộ shop dài dài,positive
Hàng rất ưng ý ạk 😽 màu rất bắt ảnh,positive
Gói hàng ko chắc chắn lắm.nhưng sp giống hình.cho sop 5 sao,positive
"Bị rách mũ, k có dây ở mũ như hình, áo gió 2 lớp",negative
Thời gian giao hàng tạm được Shop phục vụ tạm được Giá cả chấp nhận được,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
Đóng gói sản phẩm chắc chắn,neutral
Hộp cầm chắc tay,neutral
Chất vải đẹp...😍 😍 😍,neutral
Vẫn ủng hộ shop 5* nhưng hi vọng nghe và sửa theo góp ý của ng tiêu dùng,neutral
Đẹp,positive
Nhưng chất lượng giày Okay,positive
chat dep. rat ung,positive
Ncl siêu ưng ạ <3,positive
Đẹp y như ảnh ship hang nhanh nữa,positive
Rất đáng tiền,neutral
"Phải nhắn tin ""nhờ"" hủy đơn hàng mới được hủy",neutral
Áo đẹp nên em đã đặt 2 chiếc mặc thay đổi,positive
"Hàng chán , dịch vụ dở",negative
Hàng đẹp,positive
"giao hàng nhanh, áo form đẹp như hình",positive
"Chất lượng sản phẩm tuyệt vời, nhưng đóng gói chưa đẹp",positive
"chất lượng sản phẩm ok, hợp giá tiền, vải mềm mặc thoải mái, sẽ ủng hộ shop tiếp",positive
Vải rất đẹp,positive
"Chất lượng sản phẩm tuyệt vời, thích lắm",positive
"Chất lượng áo tốt, giá rẻ, tuy nhiên giao sai màu đã đặt",positive
Chất lượng sản phẩm tạm được có soc soc k thjk xấu,positive
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Vải nóng,neutral
"Chất lượng sản phẩm tạm được, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt",positive
Hơi tiếc là không có màu da vs trắng 😭,neutral
Mình có góp ý nho nhỏ là shop gói hàng hơi sát đồ bên trong nên mình cắt hơi rén ạ,positive
Hi vọng shop ko giận,neutral
Bề ngoài mịn đẹp,positive
Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
Sản p,neutral
Giao hàng lâu quá,negative
Dù vậy nhưng vẫn ưng lắm,positive
Trông khá chắc chắn,positive
Phải ghì mạnh mới rõ nét bút,neutral
"Có điều quần của bộ gấu mk nhận có bị lỗi 1 đường dài, hơi tiếc nhưng vẫn sẽ cho shop 5*",positive
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời,positive
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,form rộng",positive
Tư vẫn nhiệt tình,positive
Shop phục vụ rất tốt,positive
Chất lượng sản phẩm tuyệt vời,positive
Không ưng lắm,negative
Ok lắm k khác chi ở spa,neutral
"Khi hỏi shop thì shop bơ, ko trả lời, không có trách nhiệm với công việc",neutral
Chỉ nhăn nhúm lại,neutral
Có như nào cũng phải trả lời cho khách,negative
"Thời gian giao hàng chậm, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền",neutral
Khác hình,neutral
Thời gian giao hàng nhanh phục vụ rất tốt 👍,neutral
Vui long kiem tra lai so do cua size xl .Thời gian giao hàng rất nhanh,neutral
mọi người nên mua nhé. sp đẹp lắm 😅😅😅,positive
Bởi zậy,neutral
Shop phục vụ tạm được Thời gian giao hàng chậm Chất lượng sản phẩm tốt,positive
Bạn chủ shop nhiệt tình tư vấn!!!,positive
Đẹp hơn mình mong đợi. 👍🏻👍🏻,positive
Chất dão không đanh,neutral
"Hôm nay mình đã nhận được quần rồi shop na,không ngờ lại nhanh đến vậy.Mua lần đầu cứ lo lo, khi nhận hàng thì thấy rất thích nên tiếp tục mua thêm, lần này vẫn siêu ưng ý,hihi.Chất quần đẹp, co giãn tốt mặc thoải mái lắm luôn",positive
"Chất vài đẹp, chủ shop nhiệt tình, thoải mái",positive
Lên môi mượt,neutral
"Chất lượng sản phẩm tốt, giá hợp lý",positive
Áo đẹp lắm shop ơi,positive
Nhưng shop bán hàng rất tốt,positive
Vải đẹp,positive
Màu xấu nhất Thời gian giao hàng hơi trễ,negative
Chất lượng sản phẩm tuyệt vời,positive
Không thể tin là 200k mà đc đôi giày như vậy !!,positive
cũng được,neutral
"Sp mới date dài,",neutral
Giá rẻ,neutral
Rất đáng tiền.Túi đẹp,positive
Giao thiếu 1 sản phẩm ..,negative
Dây để máng áo k chắc chắn,negative
"Thời gian giao hàng rất nhanh, Phục vụ tốt, Hộp đẹp, Vớ ngắn chuẩn, Giày đẹp",positive
"*1 điểm trừ nhỏ thôi là áo so với ảnh bị sai chữ 1 tẹo, nên xem ảnh thật trước khi mua",positive
Chất lượng sản phẩm tuyệt vời hàng giống như trên hình,positive
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Ko bao giờ mua lại,negative
Rất đáng tiền,positive
Shop tư vấn nhiệt tình vui tính . giao hàng nhanh,positive
Hihi,neutral
"Rẻ, đẹp.... ko chê vào đâu dc",positive
Tạm ổn,neutral
Hàng rất là đẹp nhé,positive
Mua lần 2 rồi nhé sản phẩm Ok nha,neutral
Hết đam mua đồ ở shoppee luôn rồi,neutral
Túi hơi cứng,neutral
Shop phục vụ rất tốt,positive
"Mình mua sản phầm này và các sản phẩm khác tổng số lượng là 6 cái vậy shop giao thiếu cái này, Trên bill xuất ra thì thấy ghi có 5 sản phẩm, sau đó ghi bổ sung sản phẩm này vào nhưng không bỏ hàng vô hộp",neutral
Vải đẹp,positive
"Áo mặc nhe, không nhăn đỡ nhiều thời gian giặt giữ",neutral
Mặc đã hơn mấy áo 2 trăm ngàn e mới mua 😂,positive
"Chất lượng sản phẩm rất kém,mau k jong",negative
Hên bên trong shop kỹ,neutral
Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời,positive
"Chất lượng sản phẩm tuyệt vời, chất đẹp",positive
Chất k đc đẹp,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Khá ưng ý,positive
Hàng chuẩn,positive
Hàng ko đẹp chất thua các shop khác nhiều,negative
vải đẹp Rất đáng tiền,positive
Tạm đuợc,neutral
Shop tử tế,positive
Mặc thoáng như k mặc :)) chị chủ shop đáng yêu nhiệt tình,positive
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Đóng giữ sp đẹp,positive
❤️ Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,positive
Chỉ tới 45 kg thôi,neutral
Chất đẹp ạ,positive
Đóng gói sản phẩm rất đẹp và chắc chắn nhưng sản phẩm kh được như mong đợi,positive
Dây dai hơi nhỏ,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,positive
Giao hàng tiêu chuẩn,neutral
Nhưng đường chỉ xấu,negative
Nói chung những số tiền bỏ ra đều là đáng giá :3,neutral
Tệ,negative
Thời gian giao hàng rất nhanh,positive
Nhận hàng xong thất vọng ghê gớm :(,negative
"Vải dày vừa, đẹp",positive
Rất đáng tiền,positive
K cần tiền nha b cskh như shit,negative
Chất lượng sản phẩm tuyệt vời Đuóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,positive
"Shop ơi vải êm lắm nha, ủng hộ dài dài",positive
"Size XL chỉ tầm đến 60kg mặc đẹp, 64kg thì bị chật bó mặc ko đẹp lắm!!",negative
"Sp còn đang trải nghiệm, điểm trừ lớn nhất bán hàng điện tử k có Bill hay phiếu bảo hành gì đi kèm",neutral
Thời gian giao hàng rất nhanh,positive
"Hàng y hình, đẹp",positive
Đặt áo cổ tròn thỳ giao áo trễ vaiii,negative
Chất lượng sản phẩm tuyệt vời,positive
"Mang nhẹ chân, rất đẹp",positive
"Lúc mới lấy ko để ý kĩ ,h xem lại hóa ra áo bị loang màu, bạn bán hành lỗi cho khách sao",negative
"hàng rất đẹp,giao hàng nhanh,tiện lợi tiền nào của ấy giá rất đẹp",positive
"Áo đẹp hơn hình, chất mịn",positive
Kiểu dáng trễ vai khá đẹp,neutral
Rất đẹp chỉ có dập li hơi k đẹp tí thôi ạ,positive
Áo đẹp !!,positive
"Khăn mềm,thấm hút tốt",neutral
So voi gia tiền thi vải ao ki nay hơi tệ,negative
"Chất quần cũng rất là ok mặc lên dáng đẹp đứng quần, vải co giãn rất thoải mái",positive
2 hũ 4 và 6 sx năm 2018 nhưng hũ 15 thì sx năm 2017,positive
"Chất lượng sản phẩm tạm được, đèn bảo sáng hơn zin mà đêm bật lên như đấm vào mắt, ko thấy đường đi",negative
Bị rách cổ :(,neutral
